ID,Lat,Lon
LS7_22989015,-116.86624811799932,48.57278008465203
LS7_22994775,-117.48113965157376,48.71374321546227
LS7_22995339,-117.29350406725744,48.774598633403755
LS7_22995623,-117.01317158249071,49.00516982025177
LS7_22995823,-117.18108659097356,48.87953543599102
LS7_22996151,-117.16435245362558,48.640062591777685
LS7_22995983,-117.3080165342681,48.75912103291956
LS7_22996379,-117.32720650913988,48.469087479088714
LS7_22996513,-117.4714208631702,48.339459736086624
LS7_22996731,-117.18906430077135,48.22660036452207
LS7_22996755,-117.39292869956387,48.2131709178464
LS7_22996567,-117.39572173411503,48.31571888887362
LS7_24373650,-116.52788261081518,47.768810037028835
LS7_24373386,-116.20014892279629,47.725617996345775
LS7_24374002,-116.18697003291344,47.72702409123169
LS7_24374042,-116.17682805994502,47.667366303404485
LS7_24374464,-116.13224953949407,47.936286518181035
LS7_24374520,-116.23352378634827,47.971610979792416
LS7_24374784,-116.43156951515657,47.75654377003083
LS7_23002086,-116.2259785579687,47.463818733658556
LS7_25074743,-115.76462614456348,47.4267084747432
LS7_24379165,-117.03711454939759,47.534588446308646
LS7_24379747,-116.65063767869465,47.73725521519662
LS7_24379809,-116.90709251390331,47.61702550434091
LS7_24379551,-116.67183348295968,47.588682452487255
LS7_24379973,-116.58220981816837,47.49313490859117
LS7_24380255,-116.91109972177776,47.48448424819475
LS7_24380211,-116.69173793827659,47.61225717528478
LS7_23004045,-116.45720743768695,47.070660013282925
LS7_23004083,-116.28244774010135,47.05288792986646
LS7_23004335,-116.15877004385715,47.2667443006064
LS7_23004037,-116.38962168480589,47.087011665713234
LS7_23004209,-116.38943015562664,47.18624831846663
LS7_23004099,-116.26263167502603,46.99484934084892
LS7_23004389,-116.0508710197344,47.237707706701165
LS7_23004313,-116.26271631645925,47.26951142922684
LS7_23004849,-115.33101112577971,47.13888099406427
LS7_23004821,-115.26978953358557,46.99126768084751
LS7_23004463,-116.01184023858869,47.09740866604999
LS7_23005153,-116.55896160537262,47.3625578359433
LS7_23005323,-116.86792130089346,47.32623523688602
LS7_23007119,-116.00178096310397,47.100468940284934
LS7_23005815,-116.61165983696179,47.07047777776412
LS7_23005935,-115.23151567929641,46.99985194255866
LS7_23005993,-115.27730807412915,46.961314870930295
LS7_23006039,-116.22388250173327,46.92167667217478
LS7_23006357,-115.62986186859347,47.281780941987414
LS7_23006251,-115.90800269019762,47.319077313806844
LS7_23006533,-116.14598762585419,47.18654735998658
LS7_23006753,-116.24995806451798,47.063988894375306
LS7_23007059,-115.86999507469001,47.19682779679181
LS7_23007361,-116.78001552340316,47.29070790548946
LS7_23015080,-116.93031979355301,47.88564244976801
LS7_23018170,-116.9469682477594,47.413825847560304
LS7_23018912,-117.05259148847344,47.27976184824221
LS7_23018744,-117.09042133743094,47.206567243526216
LS7_23022234,-117.78872431142749,48.00416262915585
LS7_23022622,-117.63399205030916,47.81243413627949
LS7_23023036,-117.79318833708024,47.62235458302177
LS7_23022962,-117.82840213710634,47.67721416581732
LS7_23027368,-117.2340682128888,48.061037481484234
LS7_23027284,-117.0016488286276,48.090971263221256
LS7_23027868,-117.46301316763665,47.858644158870085
LS7_947010170,-117.37615770492908,47.90312663475538
LS7_23028050,-117.20208862867324,47.743271609672654
LS7_23031452,-118.12951724738696,48.605671739740124
LS7_23031650,-117.72997872201658,48.95383393999342
LS7_23032196,-118.28232370550353,48.28953269889441
LS7_23033298,-118.2752525678753,48.49851870950314
LS7_23033214,-118.16779137700841,48.54953800136281
LS7_23032886,-117.72827142513194,48.78356233882282
LS7_23040757,-118.22555531616067,48.82109829299193
LS7_23034184,-118.68461390193282,47.9144291730345
LS7_23040999,-118.6827667478796,48.88255411755951
LS7_23041901,-118.68734820213949,48.81276105071311
LS7_23041643,-118.76486957203785,48.906408757993205
LS7_23042061,-118.09278829551717,48.744631344868964
LS7_23041537,-118.71502513527436,48.94628417535935
LS7_23047937,-117.6451541190346,48.160718146125184
LS7_23046545,-117.7033448459645,48.68365932139799
LS7_23046595,-117.55440185970716,48.40799960202363
LS7_23042235,-118.70470601285868,48.771055459381564
LS7_23047493,-117.9096725135761,48.36541165653447
LS7_23047369,-117.66227190932277,48.425278109212535
LS7_23047907,-117.8411221788143,48.17333497732092
LS7_23047823,-117.5373391902401,48.24601453225572
LS7_23047759,-117.81591703700924,48.26587461480066
LS7_23047551,-117.5643978334009,48.36078714335187
LS7_23047889,-117.55580262420777,48.19780527786681
LS7_23053249,-118.74208515144602,48.5749331573764
LS7_23053203,-118.72082422137879,48.49026390384431
LS7_23053591,-118.78385697005756,48.100837558988765
LS7_23053645,-118.86630480697974,48.70973447023433
LS7_23054347,-118.788222476417,48.03608170960087
LS7_23054101,-118.90690695615432,48.39802913080678
LS7_23054205,-118.82125219459448,48.29684004472336
LS7_23057770,-119.2499630606226,47.8947018655834
LS7_23058392,-119.59929023869373,48.14225605327845
LS7_23054061,-118.61589779702578,48.43451479393715
LS7_23057582,-119.95010013557614,47.86630620036028
LS7_23058020,-118.8864140434619,48.34020913261809
LS7_23059570,-119.52336910847141,48.06248640414044
LS7_23058438,-119.51023061258232,48.12577394869382
LS7_23058440,-119.32554196553139,48.141924065753905
LS7_23059068,-119.71337045736496,47.95945117529542
LS7_23059158,-119.30214070409835,47.957837981191275
LS7_23059604,-119.4248129929287,48.05814123587204
LS7_23064859,-119.40827262617897,48.435755800297166
LS7_23065443,-119.41249242507386,48.38921279447122
LS7_23065817,-119.348015503127,48.68313803799185
LS7_23065005,-119.43708944897732,48.6901134432723
LS7_23066317,-119.241754708431,48.38052369656552
LS7_24120686,-119.62821021118147,48.980304926223056
LS7_24120848,-119.65049760760319,48.74165374826968
LS7_24121866,-119.73852032904065,48.772278639253
LS7_24121348,-120.34518585832872,48.970997944376336
LS7_24121654,-119.88417610343963,48.90817580097671
LS7_24382791,-120.0850184690389,48.18404800314667
LS7_24383001,-120.11896925046838,48.36818567950063
LS7_24383137,-119.9936138474554,48.73568540518313
LS7_24383157,-120.13577578789757,48.74833483504527
LS7_24383235,-120.17580555056962,48.98746728587157
LS7_24383277,-120.22391582550105,48.768852860024126
LS7_24384631,-120.0958496786657,48.940022638048454
LS7_24385251,-120.5974342135046,48.69328461996715
LS7_24385523,-120.38295023700898,48.61043199140021
LS7_24385907,-120.15241000636472,48.493044608519334
LS7_24386275,-120.27607717484673,48.39900128881806
LS7_24386873,-120.23154235317477,48.16074645041772
LS7_24386683,-120.32102812991107,48.26421900468296
LS7_24386827,-120.1845284994183,48.19451698142653
LS7_23074047,-120.8263229247741,48.37895742645252
LS7_23074585,-121.02555113815355,48.42080064503
LS7_23074297,-120.91799803748098,48.19752781724733
LS7_23073953,-120.43047684430911,48.21380033499265
LS7_23074265,-120.60769853061898,48.19048484128414
LS7_23074071,-120.80395190207678,48.45812301282896
LS7_23074643,-120.81058894643176,48.507990568130054
LS7_23074735,-120.83571428517028,48.46714820486174
LS7_23074517,-120.67546854146192,48.43501059491621
LS7_23075133,-120.36574637421793,48.18631481866799
LS7_23074527,-120.39826930395708,48.19839891280576
LS7_23073829,-120.51581246000858,48.14141128593307
LS7_23075505,-120.38108961252351,47.940014682013654
LS7_23207902,-120.17894877747177,47.634897865699806
LS7_23208604,-120.10482734911716,47.04340601485009
LS7_23208880,-120.52660468250801,47.870350980842424
LS7_23208782,-120.4863898333239,47.94477509301268
LS7_23209102,-120.4492400273989,47.76374515278378
LS7_23209436,-120.3825179012564,47.63887268649956
LS7_23209650,-120.15672200152983,47.49630137985166
LS7_23209798,-120.42150230411355,47.41582746068446
LS7_23209938,-119.77892382725106,47.32957563246887
LS7_23209758,-120.28664062763461,47.43827267217344
LS7_23080624,-120.62799877968345,47.71609100599206
LS7_23081034,-121.07482010977404,47.88769631169389
LS7_23081186,-120.85968861689126,47.688981156047454
LS7_23081202,-120.66699399111101,47.58012425902182
LS7_23081220,-120.7063960492471,47.54131845893892
LS7_23081054,-121.07934779400134,47.93979491513276
LS7_23081530,-120.51369586831142,47.433399898073034
LS7_23082314,-120.96445107590196,47.785765833184094
LS7_23081372,-120.84112634461167,47.52935138795157
LS7_23082796,-121.05361250649182,47.545409979153284
LS7_23082240,-120.62420651631705,47.838509279892854
LS7_23082982,-120.86802829983101,47.49919038514249
LS7_23083186,-120.35043549241124,47.467437618876815
LS7_23082874,-120.62220429131136,47.54760248441482
LS7_23083528,-120.95404310422602,47.66841807638367
LS7_23091791,-120.03816398980678,47.59098200311904
LS7_23092089,-119.57552185487076,47.530181362495576
LS7_23092333,-119.88554693939656,47.417973505960255
LS7_24397992,-118.34927252574015,47.3911242960342
LS7_23091153,-119.61681914292426,47.687270934762985
LS7_24398158,-118.71495023264264,47.60347306572185
LS7_24398912,-118.78838111255516,47.58469930466195
LS7_24398492,-118.91316569808025,47.70027007109299
LS7_24398934,-119.03612985959953,47.54252391560455
LS7_24398556,-118.39959157529023,47.676962907048264
LS7_24398564,-118.41441256640032,47.674080617704014
LS7_24398752,-119.02939949665598,47.58346798284221
LS7_22877817,-115.88857130382632,48.20572202864774
LS7_22877807,-115.82341187243792,48.256082780429324
LS7_24399044,-119.03532704013503,47.52089348791041
LS7_24399426,-117.94911424685569,47.46536641383078
LS7_22878753,-114.94562434244227,48.53375393909668
LS7_22878613,-115.20824508212023,48.89055904798649
LS7_22877993,-115.53052332102143,48.371871312946475
LS7_22878751,-114.9537668751018,48.54506864719065
LS7_22879217,-115.833002790207,48.55902414673346
LS7_22879489,-114.94650783586523,48.76421679758512
LS7_22879899,-115.3339923227015,48.89598662407869
LS7_22880015,-115.0226271805566,48.84526893375641
LS7_22879625,-115.67637098210596,48.499132667519405
LS7_22879977,-115.1730130627111,48.857224128918915
LS7_22879461,-115.01778834943464,48.57079156484962
LS7_22880543,-114.9316305275579,48.69519686095033
LS7_22880549,-115.53008444803316,48.69129925583728
LS7_22880569,-115.38509090478917,48.689847338755094
LS7_22881283,-116.08794724483799,48.51215371187693
LS7_22880797,-114.8792529353239,48.63704625063133
LS7_22881575,-115.22887006762913,48.456276481076046
LS7_22882035,-115.88483762374248,48.28119437387697
LS7_22882477,-115.54139461591056,48.348816831404484
LS7_22893219,-115.36851528913405,48.104951689831
LS7_22893345,-115.24216151509798,47.99632779091702
LS7_22893957,-115.09590275190946,48.39287155464183
LS7_22901064,-115.58475827165803,48.976033326085826
LS7_22900694,-115.63406862167777,48.860455881647546
LS7_22901232,-115.37501271102829,48.905750179368766
LS7_22901472,-115.95701810486277,48.75831087224222
LS7_22904803,-116.38903358878845,48.604332395454065
LS7_22901420,-115.79487472694355,48.79422281118042
LS7_22905515,-116.69175309142167,48.84318152581197
LS7_22905651,-116.57090230835219,48.69467129269998
LS7_22905635,-116.46462485215875,48.725355244579966
LS7_22910815,-116.21329441309197,48.82463899569495
LS7_22910789,-116.14253338681144,48.862756806540126
LS7_22910917,-116.25130158147464,48.82278202545307
LS7_24293910,-112.94593051815642,46.06607581653537
LS7_22905979,-116.16404921553004,48.55168375726198
LS7_24294564,-112.49940607651897,46.62426947570165
LS7_24294524,-112.39239818290153,46.69715467950414
LS7_24296464,-113.05429435078054,46.44871941233106
LS7_24296244,-112.30080019138306,46.52673663856727
LS7_24297048,-112.70327365202914,46.162053137337566
LS7_24297656,-112.46456869579272,45.94464107222922
LS7_24297588,-112.77465672618722,45.9617625126449
LS7_24297554,-112.6313965896284,45.969258793916076
LS7_24297160,-112.74946445522455,46.10631451355573
LS7_24296888,-112.93337845957711,46.23411823941449
LS7_24294340,-112.57985793206917,46.52600856009494
LS7_24298062,-113.10198593306026,46.62990899110941
LS7_24297546,-112.64347454151721,45.96866231068557
LS7_24309751,-113.6788286598849,46.58381846917118
LS7_24311819,-113.66109187742236,46.26808822454969
LS7_24311025,-113.81161657898981,46.541414853345294
LS7_24310985,-113.66214196352666,46.55989007772944
LS7_24312155,-113.7500445179011,46.160619740260444
LS7_24311455,-113.71866645376322,46.402991436970474
LS7_24311231,-113.85764974549102,46.48102692262471
LS7_24310065,-113.61769363216568,46.01572739373571
LS7_24294748,-113.58828860887101,46.73941920571869
LS7_24295394,-113.52420690554642,46.78338391638023
LS7_24311991,-113.43707858094336,46.21680320774586
LS7_24310437,-113.18124987107731,46.34683518438984
LS7_24295340,-113.41686901472606,46.79198146258868
LS7_24293202,-113.74938064385717,46.7853741646394
LS7_24310333,-113.43595799063766,46.41889107250613
LS7_24295478,-113.44928587525442,46.760063029561884
LS7_24311859,-113.28402999653869,46.25923856475428
LS7_22915208,-112.60262246845522,47.18928133295879
LS7_22919126,-112.7303606583767,46.71141208081074
LS7_24310385,-113.39281515870132,46.19816294566154
LS7_22912886,-112.53384027239633,47.14003031537807
LS7_22912660,-112.56464860405083,46.964616553689986
LS7_22912610,-112.6594684006538,46.89836050752247
LS7_22913258,-112.81097454925205,47.16553817744384
LS7_22913904,-113.58321855683694,47.06078264410919
LS7_22913290,-112.83847681291944,47.08016221732705
LS7_22913510,-113.08932963304716,47.01374526755094
LS7_22914270,-112.84354450102208,46.909411897238925
LS7_22914284,-113.07079342368047,46.81103499782393
LS7_22914206,-113.37688811767028,46.93467055981414
LS7_22913582,-113.1872199268948,47.27772290218681
LS7_22913828,-113.49092344496157,47.1103190886486
LS7_22914556,-113.54949196233123,47.359291986513945
LS7_22915054,-112.82832017066693,47.21474875342618
LS7_22915328,-112.80619681949524,47.175260612657716
LS7_22915278,-112.73319800144421,47.18066381821096
LS7_22914790,-112.89588371012583,47.26797493342583
LS7_22916372,-113.04090328204931,47.05205056423574
LS7_22916364,-113.27703080420379,47.05380772870573
LS7_22917130,-112.68528410913942,46.965151544195294
LS7_22916896,-113.57897298403083,47.011009140616295
LS7_22917498,-113.84206968419862,46.94338237359313
LS7_22917254,-113.41108746898041,46.953392970191025
LS7_22917532,-113.49860233540694,46.93561176774096
LS7_22918092,-113.8318429439811,46.87657138827683
LS7_22918402,-113.04907407961525,46.83785757572698
LS7_22917894,-113.72135707475097,46.89699334486388
LS7_22913726,-113.49113755101712,47.16136271691918
LS7_22919006,-112.81553967358607,46.76040449042147
LS7_22918988,-112.83473507247334,46.756930683635616
LS7_22919014,-112.64919815063496,46.75427491902122
LS7_22918546,-113.06031374159615,46.821424996277294
LS7_22937130,-115.51168432509391,47.41950098970219
LS7_22937714,-114.44519030192957,46.85059986341677
LS7_22937736,-114.40199705091823,47.027133537653356
LS7_22937020,-115.04991549973266,47.32864474518907
LS7_22938622,-114.73003939611432,47.27323326840912
LS7_22938178,-114.44671759158203,47.09245591941189
LS7_22938446,-114.50333303089658,46.90149624683994
LS7_22937770,-114.30830910761192,47.012579001837686
LS7_22939256,-115.18003290847427,47.17238042865133
LS7_22938860,-115.20015691325862,47.36854744373001
LS7_22938218,-114.53385612283797,47.14657821317248
LS7_22939716,-114.71384408941165,47.03142553054972
LS7_22940202,-114.54450379706554,46.91595201965388
LS7_22940454,-114.65274091684093,46.75943495982773
LS7_24322410,-114.2979292419885,46.589494740325875
LS7_24319606,-114.12323402618077,46.52271403689169
LS7_24319340,-114.52306230907314,46.73967337747494
LS7_24319440,-114.28458556146,46.643041906666916
LS7_24319530,-114.0936825863148,46.57017623682465
LS7_24320020,-114.43699342588577,46.09598158994936
LS7_24324992,-114.43669331905124,46.187928599462055
LS7_24320638,-114.08058701499746,45.81347266815233
LS7_24320598,-114.18509806967481,45.75419949338207
LS7_24320580,-114.1900816556303,45.85151126766788
LS7_24321884,-114.44577080645122,46.79057853407903
LS7_24321242,-113.85481759537933,46.60157175981731
LS7_24320438,-114.29590465328162,45.635956816554696
LS7_24322032,-114.27062796558309,46.735470727172114
LS7_24322010,-114.53630128406272,46.74275720435252
LS7_24321666,-114.2584001989362,46.615523513319104
LS7_24321772,-114.3386839449973,46.82413779886891
LS7_24321640,-113.95801022767581,46.53519974332882
LS7_24321970,-114.41561241146589,46.75589317499293
LS7_24321758,-114.15311445576846,46.84074429604402
LS7_24322656,-114.18183252715781,46.502731093774464
LS7_24323194,-114.17747506349306,46.244905928613356
LS7_24323532,-113.79875881007499,46.10207255294726
LS7_24323898,-114.20861514828312,45.98535247791511
LS7_24323516,-114.08798188808449,46.10511990425177
LS7_24325622,-113.87823289981455,46.269797876030935
LS7_24399542,-118.66106852511687,47.41026374936579
LS7_24323412,-114.22986638347187,46.14061985360953
LS7_24399766,-118.45797527303769,47.33917648583933
LS7_24399640,-118.33335296680036,47.389055112218145
LS7_24406149,-118.83343508951977,47.13233810032914
LS7_24406161,-118.72546651619092,47.16317545864846
LS7_23096668,-119.38294969438837,47.58654473313885
LS7_24406973,-118.4343371966866,47.130279583098876
LS7_24407105,-118.57978642026364,47.074753057298935
LS7_24406813,-119.05648955372192,47.153151407619305
LS7_24407861,-119.82585868092158,46.84553182771806
LS7_24407415,-119.26327915292835,46.96724160674522
LS7_24416282,-118.62998437321994,46.58831984043366
LS7_24125287,-120.47462293895948,47.01093149009102
LS7_24415650,-118.26629809597765,46.80259172470892
LS7_24416504,-119.17455987088555,46.15176994041502
LS7_24125199,-120.49957524251484,46.92707526740279
LS7_24125545,-120.69092791695533,47.292035808901055
LS7_24125787,-120.9099897615434,47.180888361538855
LS7_24125339,-120.44569651671456,47.23851009613724
LS7_24126077,-121.15792590823541,47.22427774987726
LS7_24126667,-120.63217388717032,47.07615147997357
LS7_24127821,-121.18738776399898,47.20174445592374
LS7_24127537,-120.97031847010713,47.30023133080134
LS7_24126781,-120.61366784069861,47.021600520907356
LS7_24127909,-120.8510925850588,47.203282700061514
LS7_24128669,-120.51395342120858,47.04882239921576
LS7_24129407,-120.47840820411795,46.8057501410351
LS7_24422743,-120.96584916858595,46.86465398935795
LS7_24129731,-121.38802172948635,47.38965322910539
LS7_24422663,-120.65148661249017,46.669978579993575
LS7_24129583,-120.3688760805166,46.708946838221465
LS7_24422853,-121.27078584617018,47.07764704425128
LS7_25007322,-121.45121147566104,46.785985106881306
LS7_24424617,-120.94594754471386,46.77194316899491
LS7_24424507,-121.28734005136043,46.77974137081312
LS7_24424759,-120.92243803737495,46.71663839670055
LS7_24425303,-121.33105045625939,46.5057534012582
LS7_947030105,-119.46234323011834,46.261151448563005
LS7_23100130,-120.9005590523517,46.44001701922177
LS7_23100516,-121.15072012681347,46.32570943677105
LS7_23100124,-121.02247052175731,46.42170345983635
LS7_23101020,-120.45652021188006,46.5526327556451
LS7_23100904,-119.92663292889017,46.613325411195156
LS7_947030119,-120.30158209617649,46.26115609784438
LS7_23099902,-120.83321935856519,46.52722133178573
LS7_23101620,-121.02499013576926,46.44482178622051
LS7_23101960,-119.68046052891643,46.483251693294044
LS7_23101634,-119.88738018717656,46.49920651829199
LS7_23101650,-120.24886282271686,46.49043554717462
LS7_23102620,-119.96646465424148,46.413729299630596
LS7_23102344,-119.77799185272205,46.44165094967558
LS7_947030142,-120.60637751708293,46.34702335663641
LS7_23101966,-119.76473894416748,46.485154608928696
LS7_23102676,-120.73137652208514,46.364581750524344
LS7_23103280,-119.88534997561072,46.35898715158485
LS7_23103152,-119.75581509408008,46.38186060638072
LS7_23103082,-120.95598424756567,46.31194319106446
LS7_23103474,-120.95354617381771,46.29323325219481
LS7_23103134,-120.85314054107714,46.31841102855888
LS7_23103010,-119.67480515153542,46.396201863394474
LS7_23102774,-119.59754579790362,46.41846318173915
LS7_23104706,-119.26148793621256,46.233455179881645
LS7_23105392,-119.51435958370335,46.270939513529115
LS7_23105268,-120.26259318701827,46.073224285249715
LS7_23104492,-120.8411642618894,46.191776675215124
LS7_23104982,-120.26048805773688,46.12873822788388
LS7_23124607,-109.99607423514834,43.862250649110365
LS7_23105262,-120.50171450787457,46.07580944066945
LS7_23105150,-120.13273621926508,46.10948097895275
LS7_23123323,-109.90248478779299,43.863244439875956
LS7_23124941,-110.21220824404384,43.78321704318515
LS7_23123991,-110.50817417575848,44.289998726237634
LS7_23124457,-109.87755130219391,43.89592724539761
LS7_23124057,-110.41343919662064,44.22130699626493
LS7_23124845,-110.12817293499212,43.80475180420568
LS7_23124585,-110.58738104857905,43.88706028044725
LS7_23131052,-109.9302528461729,43.453625567069125
LS7_24433935,-110.79828357007739,43.644566422397034
LS7_23130980,-110.18745220556463,43.38648810208268
LS7_23131040,-110.01368464571644,43.4874121243961
LS7_24432987,-110.54623115000615,42.9868498611923
LS7_23131246,-110.41803731006507,43.71071397861251
LS7_24432637,-110.72752553799263,43.34964202284395
LS7_24433611,-110.82071428397857,43.10435576223811
LS7_24433253,-110.99147209261908,43.44596033097536
LS7_24433759,-110.66160456071137,42.91973573375454
LS7_24433455,-110.73608904635422,43.2107157864641
LS7_24438790,-111.43358507029211,43.410864106605494
LS7_24438872,-111.3665353461086,43.43925396679026
LS7_24438910,-111.32546620644,43.41743045419699
LS7_24433851,-110.69799018536648,42.71965900451904
LS7_24442216,-111.0356317363083,43.48957630178728
LS7_24440916,-111.18694007959887,43.38093137675179
LS7_24440162,-111.12527498036886,43.51131775475097
LS7_24440838,-111.11001911907611,43.40321051706199
LS7_24440098,-111.29017421426254,43.52920999667887
LS7_24439732,-111.43495050958919,43.63546508815889
LS7_24441540,-111.31470097540667,43.24492763711364
LS7_24441160,-111.05463223547028,43.333039648389445
LS7_24442082,-111.25191832530663,43.08325516373003
LS7_24441758,-111.36638610659732,43.1936159766079
LS7_24442300,-111.10704129686357,43.21692864330721
LS7_24441818,-111.14529153678437,43.17774752218737
LS7_24442248,-110.99892476822328,43.385114872872
LS7_24441774,-111.18649066833945,43.19692275127744
